Champs Local Code,C Name,C Pref Name,C Code
CH02093,NICOADALA: Nicoadala Sede: CS de Namacata,NICOADALA: Nicoadala Sede: CS de Namacata,CH02093
CH02094,NICOADALA: Nicoadala Sede: CS Amorro,NICOADALA: Nicoadala Sede: CS Amorro,CH02094
CH02095,NICOADALA: Nicoadala Sede: CS Quinta Girassol,NICOADALA: Nicoadala Sede: CS Quinta Girassol,CH02095
CH02096,NICOADALA: Nicoadala Sede: PS Domela,NICOADALA: Nicoadala Sede: PS Domela,CH02096
CH02097,NICOADALA: Nicoadala Sede: CS de Ilalane,NICOADALA: Nicoadala Sede: CS de Ilalane,CH02097
CH02098,"NAMACURRA: Namacurra-Sede : CS de Namacurra","NAMACURRA: Namacurra-Sede : CS de Namacurra",CH02098
CH02099,"NAMACURRA: Macuse Sede: CS de Macuse","NAMACURRA: Macuse Sede: CS de Macuse",CH02099
CH02100,"NAMACURRA: Namacurra-Sede : CS  Malei","NAMACURRA: Namacurra-Sede : CS  Malei",CH02100
CH02101,"NAMACURRA: Macuse Sede: CSde Mexixine","NAMACURRA: Macuse Sede: CSde Mexixine",CH02101
CH02102,"NAMACURRA: Namacurra-Sede : PS de Naciaia","NAMACURRA: Namacurra-Sede : PS de Naciaia",CH02102
CH02103,"NAMACURRA: Macuse Sede: CS de Mbawa","NAMACURRA: Macuse Sede: CS de Mbawa",CH02103
CH02104,"NAMACURRA: Namacurra-Sede : CS de Muebele","NAMACURRA: Namacurra-Sede : CS de Muebele",CH02104
CH02105,"NAMACURRA: Namacurra-Sede : CS de Mutange","NAMACURRA: Namacurra-Sede : CS de Mutange",CH02105
CH02106,"NAMACURRA: Macuse : CS de Muceliua","NAMACURRA: Macuse : CS de Muceliua",CH02106
CH02107,"NAMACURRA: Macuse : PS Militar","NAMACURRA: Macuse : PS Militar",CH02107
CH02108,"NAMACURRA: Macuse : CS Furquia","NAMACURRA: Macuse : CS Furquia",CH02108
CH02109,"NAMACURRA: Namacurra-Sede : CS de Mugubia","NAMACURRA: Namacurra-Sede : CS de Mugubia",CH02109
CH02110,MOPEIA: Mopeia Sede: CS de Mopeia-Sede,MOPEIA: Mopeia Sede: CS de Mopeia-Sede,CH02110
CH02111,MOPEIA: Mopeia Sede: CS de Chimuara,MOPEIA: Mopeia Sede: CS de Chimuara,CH02111
CH02112,MOPEIA: Campo: CS de  Lua-Lua,MOPEIA: Campo: CS de  Lua-Lua,CH02112
CH02113,MOPEIA: Campo: CS Posto Campo,MOPEIA: Campo: CS Posto Campo,CH02113
CH02114,INHASSUNGE: Mucupia Sede: CS Bingagira,INHASSUNGE: Mucupia Sede: CS Bingagira,CH02114
CH02115,INHASSUNGE: Mucupia Sede: CS Chirimane,INHASSUNGE: Mucupia Sede: CS Chirimane,CH02115
CH02116,INHASSUNGE: Gonhane: CS Gonhane,INHASSUNGE: Gonhane: CS Gonhane,CH02116
CH02117,INHASSUNGE: Mucupia Sede: CS Ilova,INHASSUNGE: Mucupia Sede: CS Ilova,CH02117
CH02118,INHASSUNGE: Mucupia Sede: CS Inhassunge-Sede,INHASSUNGE: Mucupia Sede: CS Inhassunge-Sede,CH02118
CH02119,INHASSUNGE: Mucupia Sede: CS Olinda,INHASSUNGE: Mucupia Sede: CS Olinda,CH02119
CH02120,INHASSUNGE: Mucupia Sede: CS Palane-Mucula,INHASSUNGE: Mucupia Sede: CS Palane-Mucula,CH02120
CH02121,LUABO: Luabo: CS Luabo,LUABO: Luabo: CS Luabo,CH02121
CH02122,DERRE: Derre Sede: CS Derre,DERRE: Derre Sede: CS Derre,CH02122
CH02123,DERRE: Derre Sede: CS Guerissa,DERRE: Derre Sede: CS Guerissa,CH02123
CH02124,DERRE: Derre Sede: CS Machindo,DERRE: Derre Sede: CS Machindo,CH02124
CH02125,MORRUMBALA: Morrumbala Sede: HD Morrumbala,MORRUMBALA: Morrumbala Sede: HD Morrumbala,CH02125
CH02126,CHINDE: Chinde - Sede: CS Chinde - Sede,CHINDE: Chinde - Sede: CS Chinde - Sede,CH02126
CH02127,CHINDE: Micaune: CS Madal,CHINDE: Micaune: CS Madal,CH02127
CH02128,CHINDE: Micaune: CS Micaune,CHINDE: Micaune: CS Micaune,CH02128
CH02129,ALTO MOLÓCUÈ: Alto Molocue: CS Alto Molócuè,ALTO MOLÓCUÈ: Alto Molocue: CS Alto Molócuè,CH02129
CH02130,GILÉ: Gile Sede: HD de Gile,GILÉ: Gile Sede: HD de Gile,CH02130
CH02131,GURUÉ:  Gurue Sede: CS Gurue,GURUÉ:  Gurue Sede: CS Gurue,CH02131
CH02132,ILE: Ile Sede: CS de Ile-Sede,ILE: Ile Sede: CS de Ile-Sede,CH02132
CH02133,LUGELA: Lugela Sede: CS Lugela-Sede,LUGELA: Lugela Sede: CS Lugela-Sede,CH02133
CH02134,MAGANJA DA COSTA: Maganja da Costa: CS Maganja da Costa,MAGANJA DA COSTA: Maganja da Costa: CS Maganja da Costa,CH02134
CH02135,MILANGE: Milange Sede: CS Milange,MILANGE: Milange Sede: CS Milange,CH02135
CH02136,MOCUBA:  Mocuba City: HD de Mocuba,MOCUBA:  Mocuba City: HD de Mocuba,CH02136
CH02137,MOCUBELA: Mocubela: CS Mocubela,MOCUBELA: Mocubela: CS Mocubela,CH02137
CH02138,MOLUMBO: Molumbo: CS de Molumbo,MOLUMBO: Molumbo: CS de Molumbo,CH02138
CH02139,MULEVALA: Mulevala: CS de Mulevala,MULEVALA: Mulevala: CS de Mulevala,CH02139
CH02140,"NAMARROI: Namarroi Sede: CS Namarroi-Sede","NAMARROI: Namarroi Sede: CS Namarroi-Sede",CH02140
CH02141,PEBANE: Pebane Sede: CS de Pebane-Sede,PEBANE: Pebane Sede: CS de Pebane-Sede,CH02141
CH02142,CAIA: Caia Sede: HD de Caia,CAIA: Caia Sede: HD de Caia,CH02142
CH02143,CHBAH (Chris Hani Baragwanath Academic Hospital) Mortuary,CHBAH (Chris Hani Baragwanath Academic Hospital) Mortuary,CH02143
CH02144,FPS (Forensic Pathology Services) Diepkloof,FPS (Forensic Pathology Services) Diepkloof,CH02144
CH02145,BMH (Bheki Mlangeni Hospital) Mortuary,BMH (Bheki Mlangeni Hospital) Mortuary,CH02145
CH02146,RMH (Rahima Moosa Hospital) Mortuary,RMH (Rahima Moosa Hospital) Mortuary,CH02146
CH02147,Braamfischerville Ext 12 Undertakers’ Mortuary,Braamfischerville Ext 12 Undertakers’ Mortuary,CH02147
CH02148,Emdeni Undertakers’ Mortuary,Emdeni Undertakers’ Mortuary,CH02148
CH02149,Meadowlands Zone 4 Undertakers’ Mortuary,Meadowlands Zone 4 Undertakers’ Mortuary,CH02149
CH02150,Meadowlands Zone 5 Undertakers’ Mortuary,Meadowlands Zone 5 Undertakers’ Mortuary,CH02150
CH02151,Mapetla Undertakers’ Mortuary,Mapetla Undertakers’ Mortuary,CH02151
CH02152,Mofolo North Undertakers’ Mortuary,Mofolo North Undertakers’ Mortuary,CH02152
CH02153,Phiri/Senaone Undertakers’ Mortuary,Phiri/Senaone Undertakers’ Mortuary,CH02153
CH02154,Thulani Undertakers’ Mortuary,Thulani Undertakers’ Mortuary,CH02154
CH02155,Thembelilhle Undertakers’ Mortuary,Thembelilhle Undertakers’ Mortuary,CH02155
CH02156,Lenasia South Undertakers’ Mortuary,Lenasia South Undertakers’ Mortuary,CH02156
CH02157,CHB Hospital - Respiratory and Meningeal Pathogens Research Unit (RMPRU),CHB Hospital - Respiratory and Meningeal Pathogens Research Unit (RMPRU),CH02157
CH02158,CVD-Mali  Laboratory of Microbiology Molecular Biology,CVD-Mali  Laboratory of Microbiology Molecular Biology,CH02158
CH02159,KEMRI CGHR_Kenya,KEMRI CGHR_Kenya,CH02159
CH02160,Makeni Regional Hospital - MRH Lab,Makeni Regional Hospital - MRH Lab,CH02160
CH02161,CISM  (Manhiça Health Research Centre),CISM  (Manhiça Health Research Centre),CH02161
CH02162,Avenue Hospital,Avenue Hospital,CH02162
CH02163,SPN Serotype 1,SPN Serotype 1,S01_1
CH02164,SPN Serotype 2,SPN Serotype 2,S02_1
CH02165,SPN Serotype 3,SPN Serotype 3,S03_1
CH02166,SPN Serotype 4,SPN Serotype 4,S04_1
CH02167,SPN Serotype 5,SPN Serotype 5,S05_1
CH02168,SPN Serotype 6ABCD,SPN Serotype 6A/6B/6C/6D,S06_1
CH02169,SPN Serotype 6CD,SPN Serotype 6C/6D,S06_2
CH02170,SPN Serotype 6AB,SPN Serotype 6A/6B,S06_3
CH02171,SPN Serotype 6BD,SPN Serotype 6B/6D,S06_4
CH02172,SPN Serotype7B/7C,SPN Serotype7B/7C1,S07_1
CH02173,SPN Serotype7B/7C,SPN Serotype7B/7C2,S07_2
CH02174,SPN Serotype 7F/7A,SPN Serotype7F/7A,S07_3
CH02175,SPN Serotype 7B/7C/40,SPN Serotype 7B/7C/40,S07_4
CH02176,SPN Serotype 8,SPN Serotype 8,S08_1
CH02177,SPN Serotype 9L/9N,SPN Serotype 9L/9N,S09_1
CH02178,SPN Serotype 9V/9A,SPN Serotype 9V/9A,S09_2
CH02179,SPN Serotype 10A,SPN Serotype 10A,S10_1
CH02180,SPN Serotype 10B,SPN Serotype 10B,S10_2
CH02181,SPN Serotype 10C/10F,SPN Serotype 10C/10F,S10_3
CH02182,SPN Serotype 10F,SPN Serotype 10F,S10_4
CH02183,SPN Serotype 11A/11D/11E,SPN Serotype 11A/11D/11E,S11_1
CH02184,SPN Serotype 11B/11C,SPN Serotype 11B/11C,S11_2
CH02185,SPN Serotype 11F,SPN Serotype 11F,S11_3
CH02186,SPN Serotype 12A/12B/46,SPN Serotype 12A/12B/46,S12_1
CH02187,SPN Serotype 12F/44,SPN Serotype 12F/44,S12_2
CH02188,SPN Serotype 13,SPN Serotype 13,S13_1
CH02189,SPN Serotype 14,SPN Serotype 14,S14_1
CH02190,SPN Serotype 15A/15F,SPN Serotype 15A/15F,S15_1
CH02191,SPN Serotype 15B/15C,SPN Serotype 15B/15C,S15_2
CH02192,SPN Serotype 16A,SPN Serotype 16A,S16_1
CH02193,SPN Serotype 16F,SPN Serotype 16F,S16_2
CH02194,SPN Serotype 17A,SPN Serotype 17A,S17_1
CH02195,SPN Serotype 17F,SPN Serotype 17F,S17_2
CH02196,SPN Serotype 18C/18F/18B/18A,SPN Serotype 18C/18F/18B/18A,S18_1
CH02197,SPN Serotype 19A,SPN Serotype 19A,S19_1
CH02198,SPN Serotype 19B/19F,SPN Serotype 19B/19F,S19_2
CH02199,SPN Serotype 19C,SPN Serotype 19C,S19_3
CH02200,SPN Serotype 19F,SPN Serotype 19F,S19_4
CH02201,SPN Serotype 19F,SPN Serotype 19F-Var,S19_5
CH02202,SPN Serotype 20,SPN Serotype 20,S20_1
CH02203,SPN Serotype 21,SPN Serotype 21,S21_1
CH02204,SPN Serotype 22A/22F,SPN Serotype 22A/22F,S22_1
CH02205,SPN Serotype 22A,SPN Serotype 22A,S22_2
CH02206,SPN Serotype 22F,SPN Serotype 22F,S22_3
CH02207,SPN Serotype 23A,SPN Serotype 23A,S23_1
CH02208,SPN Serotype 23B,SPN Serotype 23B,S23_2
CH02209,SPN Serotype 23F,SPN Serotype 23F,S23_3
CH02210,SPN Serotype 24A,SPN Serotype 24A,S24_1
CH02211,SPN Serotype 24B/24F,SPN Serotype 24B/24F,S24_2
CH02212,SPN Serotype 25A/25F,SPN Serotype 25A/25F,S25_1
CH02213,SPN Serotype 27,SPN Serotype 27,S27_1
CH02214,SPN Serotype 28F/28A,SPN Serotype 28F/28A,S28_1
CH02215,SPN Serotype 29,SPN Serotype 29,S29_1
CH02216,SPN Serotype 31,SPN Serotype 31,S31_1
CH02217,SPN Serotype 32A/32F,SPN Serotype 32A/32F,S32_1
CH02218,SPN Serotype 33A/33F/37,SPN Serotype 33A/33F/37,S33_1
CH02219,SPN Serotype 33B,SPN Serotype 33B,S33_2
CH02220,SPN Serotype 33C,SPN Serotype 33C,S33_3
CH02221,SPN Serotype 33D,SPN Serotype 33D,S33_4
CH02222,SPN Serotype 34,SPN Serotype 34,S34_1
CH02223,SPN Serotype 35A,SPN Serotype 35A,S35_1
CH02224,SPN Serotype 35B,SPN Serotype 35B,S35_2
CH02225,SPN Serotype 35C/42,SPN Serotype 35C/42,S35_3
CH02226,SPN Serotype 35F,SPN Serotype 35F,S35_4
CH02227,SPN Serotype 35F/47F,SPN Serotype 35F/47F,S35_5
CH02228,SPN Serotype 36,SPN Serotype 36,S36_1
CH02229,SPN Serotype 37,SPN Serotype 37,S37_1
CH02230,SPN Serotype 38,SPN Serotype 38,S38_1
CH02231,SPN Serotype 39,SPN Serotype 39,S39_1
CH02232,SPN Serotype 41A,SPN Serotype 41A,S41_1
CH02233,SPN Serotype 41F,SPN Serotype 41F,S41_2
CH02234,SPN Serotype 43,SPN Serotype 43,S43_1
CH02235,SPN Serotype 45,SPN Serotype 45,S45_1
CH02236,SPN Serotype 47F/47A,SPN Serotype 47F/47A,S47_1
CH02237,SPN Serotype 48,SPN Serotype 48,S48_1
CH02238,SPN Pilus 1,SPN Pilus 1,SPI_1
CH02239,SPN Pilus 2,SPN Pilus 2,SPI_2
CH02240,SPN Chloramphenicol resistance,SPN cat,SAR_1
CH02241,SPN Erythromycin and Clindamycin resistance,SPN ermB,SAR_2
CH02242,SPN Erythromycin resistance,SPN mef,SAR_3
CH02243,SPN Penicillin susceptibility,SPN pbp2B,SAR_4
CH02244,SPN Tetracycline resistance,SPN tetM,SAR_5
CH02245,SPN species identification,SPN lytA gene,SLYT
CH02246,SPN species identification,SPN piaB gene,SPIA
CH02247,Conjunctival swab R,Conjunctival swab R,CH02247
CH02248,Vitreous R,Vitreous R,CH02248
CH02249,Aqueous ocular fluid R,Aqueous ocular fluid R,CH02249
CH02250,Conjunctival swab L,Conjunctival swab L,CH02250
CH02251,Vitreous L,Vitreous L,CH02251
CH02252,Aqueous ocular fluid L,Aqueous ocular fluid L,CH02252
CH02253,SPN Serotype 19B,SPN Serotype 19B,CH02253
CH02254,SPN Serotype 19F,SPN Serotype 19F,CH02254
CH02255,SPN Serotype 19F-Var,SPN Serotype 19F-Var,CH02255
CH02256,SPN Serotype7B/7C1,SPN Serotype7B/7C1,CH02256
CH02257,SPN Serotype 7C,SPN Serotype 7C,CH02257
CH02258,SPN Serotype 7B,SPN Serotype 7B,CH02258
CH02259,SPN Serotype7B/7C2,SPN Serotype7B/7C2,CH02259
CH02260,SPN Serotype 40,SPN Serotype 40,CH02260
CH02261,SPN Serotype 6A/6B/6C/6D,SPN Serotype 6A/6B/6C/6D,CH02261
CH02262,SPN Serotype 6C,SPN Serotype 6C,CH02262
CH02263,SPN Serotype 6D,SPN Serotype 6D,CH02263
CH02264,SPN Serotype 6A,SPN Serotype 6A,CH02264
CH02265,SPN Serotype 6B,SPN Serotype 6B,CH02265
CH02266,SPN Serotype 6C/6D,SPN Serotype 6C/6D,CH02266
CH02267,SPN Serotype 6A/6B,SPN Serotype 6A/6B,CH02267
CH02268,SPN Serotype 6B/6D,SPN Serotype 6B/6D,CH02268
CH02269,SPN Serotype 22A/22F,SPN Serotype 22A/22F,CH02269
CH02270,SPN Serotype 22A,SPN Serotype 22A,CH02270
CH02271,SPN Serotype 22F,SPN Serotype 22F,CH02271
CH02272,SPN Serotype 35F,SPN Serotype 35F,CH02272
CH02273,SPN Serotype 47F,SPN Serotype 47F,CH02273
CH02274,SPN Serotype 47A,SPN Serotype 47A,CH02274
CH02275,SPN Serotype 35F/47F,SPN Serotype 35F/47F,CH02275
CH02276,SPN Sertotype 33A/33F,SPN Sertotype 33A/33F,CH02276
CH02277,SPN Serotype 37,SPN Serotype 37,CH02277
CH02278,SPN Sertotype 10C/10F,SPN Sertotype 10C/10F,CH02278
CH02279,SPN Serotype 10F,SPN Serotype 10F,CH02279
CH02280,Uninterpreted,Uninterpreted,CH02280
CH02281,SPN Serotyping,SPN Serotyping,CH02281
CH02282,Culture isolate from Blood,Culture isolate from Blood,CH02282
CH02283,Culture isolate from CSF,Culture isolate from CSF,CH02283
CH02284,Culture isolate from Lung,Culture isolate from Lung,CH02284
CH02285,SPN Serogroup S19,SPN Serogroup S19,S19_0
CH02286,SPN Serogroup S07,SPN Serogroup S07,S07_0
CH02287,SPN Serogroup S06,SPN Serogroup S06,S06_0
CH02288,SPN Serogroup S22,SPN Serogroup S22,S22_0
CH02289,SPN Serogroup S35/47,SPN Serogroup S35/47,S35_0
CH02290,SPN Serogroup S33/37,SPN Serogroup S33/37,S33_0
CH02291,SPN Serogroup S10,SPN Serogroup S10,S10_0
CH02292,Resistant,Resistant,CH02292
CH02293,Susceptible,Susceptible,CH02293
CH02294,Indeterminate Organism Identification,Indeterminate Organism Identification,CH02294
CH02295,Sickle Cell Assay,Sickle Cell Assay,CH02295
CH02296,CHAMPS Pregnancy Surveillance Consent,CHAMPS Pregnancy Surveillance Consent,CH02296
CH02297,Potentially pregnant,Potentially pregnant,CH02297
CH02298,Confirmed pregnancy prior to delivery,Confirmed pregnancy prior to delivery,CH02298
CH02299,Notification of recent delivery (within past 42 days),Notification of recent delivery (within past 42 days),CH02299
CH02300,Notification of birth within the past year (43 days - 1 year),Notification of birth within the past year (43 days - 1 year),CH02300
CH02301,Self,Self,CH02301
CH02302,Pregnancy Surveillance Staff/Site LMP (last menstrual period) tracking,Pregnancy Surveillance Staff/Site LMP (last menstrual period) tracking,CH02302
CH02303,"Unable to talk now, willing to talk at later date","Unable to talk now, willing to talk at later date",CH02303
CH02304,Not attempted/Unable to follow-up,Not attempted/Unable to follow-up,CH02304
CH02305,Yes-Married,Yes-Married,CH02305
CH02306,Yes-Living with a man as if married,Yes-Living with a man as if married,CH02306
CH02307,Post-Secondary,Post-Secondary,CH02307
CH02308,Unable to determine eligibility,Unable to determine eligibility,CH02308
CH02309,Female is pregnant and has not yet delivered,Female is pregnant and has not yet delivered,CH02309
CH02310,Female delivered baby within allowable time-frame,Female delivered baby within allowable time-frame,CH02310
CH02311,Female is not pregnant and has not delivered a baby within the past year,Female is not pregnant and has not delivered a baby within the past year,CH02311
CH02312,Date of delivery not within eligible time frame,Date of delivery not within eligible time frame,CH02312
CH02313,Duplicate detection record,Duplicate detection record,CH02313
CH02314,Living with partner as if married,Living with partner as if married,CH02314
CH02315,REDCap Instance - CHAMPS Emory,REDCap Instance - CHAMPS Emory,CH02315
CH02316,REDCap Instance - South Africa WITS,REDCap Instance - South Africa WITS,CH02316
CH02317,REDCap Instance - Mail CVD-Bamako,REDCap Instance - Mail CVD-Bamako,CH02317
CH02318,REDCap Instance - Mozambique Manhica CISM,REDCap Instance - Mozambique Manhica CISM,CH02318
CH02319,REDCap Instance - Mozambique Quelimane,REDCap Instance - Mozambique Quelimane,CH02319
CH02320,QED Form System - Kenya KEMRI,QED Form System - Kenya KEMRI,CH02320
CH02321,REDCap Instance - Ethiopia LSTM,REDCap Instance - Ethiopia LSTM,CH02321
CH02322,REDCap Instance - Bangladesh ICDDRB,REDCap Instance - Bangladesh ICDDRB,CH02322
CH02323,REDCap Instance - Sierra Leone ICAP,REDCap Instance - Sierra Leone ICAP,CH02323
CH02324,AMR Indeterminate,AMR Indeterminate,CH02324
CH02325,Indeterminate for SPN Serogroup S19,Indeterminate for SPN Serogroup S19,CH02325
CH02326,Indeterminate for SPN Serogroup S07,Indeterminate for SPN Serogroup S07,CH02326
CH02327,Indeterminate for SPN Serogroup S06,Indeterminate for SPN Serogroup S06,CH02327
CH02328,Indeterminate for SPN Serogroup S22,Indeterminate for SPN Serogroup S22,CH02328
CH02329,Indeterminate for SPN Serogroup S35/47,Indeterminate for SPN Serogroup S35/47,CH02329
CH02330,Indeterminate for SPN Serogroup S33/37,Indeterminate for SPN Serogroup S33/37,CH02330
CH02331,Indeterminate for SPN Serogroup S10,Indeterminate for SPN Serogroup S10,CH02331
CH02332,Known,Known,CH02332
CH02333,Gram per deciliter,g/dL,CH02333
CH02334,Millimole per liter,mmol/L,CH02334
CH02335,Take care of the home without any outside job,Take care of the home without any outside job,CH02335
CH02336,Agriculture/farming,Agriculture/farming,CH02336
CH02337,Industry/manufacturing,Industry/manufacturing,CH02337
CH02338,Service/work in an office,Service/work in an office,CH02338
CH02339,Sales/vendor,Sales/vendor,CH02339
CH02340,Student,Student,CH02340
CH02341,Not currently working,Not currently working,CH02341
CH02342,Other vocation,Other vocation,CH02342
CH02343,Electric stove,Electric stove,CH02343
CH02344,Solar cooker,Solar cooker,CH02344
CH02345,Liquefied petroleum gas/cooking gas stove,Liquefied petroleum gas/cooking gas stove,CH02345
CH02346,Other liquid fuel stove,Other liquid fuel stove,CH02346
CH02347,Piped natural gas stove,Piped natural gas stove,CH02347
CH02348,Biogas stove,Biogas stove,CH02348
CH02349,Manufactured solid fuel stove,Manufactured solid fuel stove,CH02349
CH02350,Traditional solid fuel stove,Traditional solid fuel stove,CH02350
CH02351,Three stone stove/open fire,Three stone stove/open fire,CH02351
CH02352,No food cooked in household,No food cooked in household,CH02352
CH02353,Other cooking method,Other cooking method,CH02353
CH02354,Alcohol/ethanol,Alcohol/ethanol,CH02354
CH02355,Gasoline/diesel,Gasoline/diesel,CH02355
CH02356,Kerosene/paraffin,Kerosene/paraffin,CH02356
CH02357,Coal/lignite,Coal/lignite,CH02357
